state_code,year,metric,value,unit,geography_level
AP,2021,Internet Penetration,10780.71,Hours,State
AP,2022,Road Length,17006.56,Million Tonnes,State
AP,2022,NH Construction,4375.18,Million Tonnes,State
AP,2022,Rail Freight,8256.05,%,State
AP,2022,Port Turnaround Time,21776.12,Million Tonnes,State
AP,2022,Airport Passenger Traffic,651.32,%,State
AP,2022,Internet Penetration,17446.02,%,State
AP,2023,Road Length,3018.38,%,State
AP,2023,NH Construction,11033.48,Million Tonnes,State
AP,2023,Rail Freight,12855.89,%,State
AP,2023,Port Turnaround Time,9857.3,KM,State
AP,2023,Airport Passenger Traffic,17004.55,Million Tonnes,State
AP,2023,Internet Penetration,12744.35,%,State
AP,2024,Road Length,19434.58,KM,State
AP,2024,NH Construction,21446.99,Hours,State
AP,2024,Rail Freight,11908.95,%,State
AP,2024,Port Turnaround Time,15747.82,Million Tonnes,State
AP,2024,Airport Passenger Traffic,6406.48,KM,State
AP,2024,Internet Penetration,18309.78,KM,State
AP,2025,Road Length,13437.85,KM,State
AP,2025,NH Construction,11679.88,KM,State
AP,2025,Rail Freight,12178.86,Hours,State
AP,2025,Port Turnaround Time,7209.17,%,State
AP,2025,Airport Passenger Traffic,4667.71,Million Tonnes,State
AP,2025,Internet Penetration,10173.76,Hours,State
TG,2005,Road Length,432.86,KM,State
TG,2005,NH Construction,20108.09,Hours,State
TG,2005,Rail Freight,7093.96,Million Tonnes,State
TG,2005,Port Turnaround Time,1767.64,Million,State
TG,2005,Airport Passenger Traffic,4624.91,Million,State
TG,2005,Internet Penetration,21213.4,Million,State
TG,2006,Road Length,16243.12,%,State
TG,2006,NH Construction,11316.92,%,State
TG,2006,Rail Freight,20114.98,Million,State
TG,2006,Port Turnaround Time,24929.84,Hours,State
TG,2006,Airport Passenger Traffic,1166.66,Hours,State
TG,2006,Internet Penetration,5580.77,Hours,State
TG,2007,Road Length,17695.19,Million,State
TG,2007,NH Construction,11659.54,Million,State
TG,2007,Rail Freight,1228.45,Hours,State
TG,2007,Port Turnaround Time,23239.28,Hours,State
TG,2007,Airport Passenger Traffic,20801.06,KM,State
TG,2007,Internet Penetration,9393.7,Million,State
TG,2008,Road Length,2474.75,KM,State
TG,2008,NH Construction,14567.28,KM,State
TG,2008,Rail Freight,14634.47,%,State
TG,2008,Port Turnaround Time,13074.72,Million Tonnes,State
TG,2008,Airport Passenger Traffic,18986.7,Hours,State
TG,2008,Internet Penetration,16811.82,Million,State
TG,2009,Road Length,18582.1,Million,State
TG,2009,NH Construction,4954.88,Million,State
TG,2009,Rail Freight,9829.8,Million Tonnes,State
TG,2009,Port Turnaround Time,22714.89,Hours,State
TG,2009,Airport Passenger Traffic,10885.76,Million Tonnes,State
TG,2009,Internet Penetration,22239.29,%,State
TG,2010,Road Length,13587.0,Million Tonnes,State
TG,2010,NH Construction,7741.92,%,State
TG,2010,Rail Freight,17938.29,Hours,State
TG,2010,Port Turnaround Time,4715.78,%,State
TG,2010,Airport Passenger Traffic,5451.32,Million,State
TG,2010,Internet Penetration,18136.18,Hours,State
TG,2011,Road Length,4779.22,KM,State
TG,2011,NH Construction,14658.24,Million Tonnes,State
TG,2011,Rail Freight,9631.69,Million Tonnes,State
TG,2011,Port Turnaround Time,11324.33,KM,State
TG,2011,Airport Passenger Traffic,6871.46,KM,State
TG,2011,Internet Penetration,6675.14,Hours,State
TG,2012,Road Length,15945.72,KM,State
TG,2012,NH Construction,13265.24,Million,State
TG,2012,Rail Freight,11631.56,%,State
TG,2012,Port Turnaround Time,16402.26,Million Tonnes,State
TG,2012,Airport Passenger Traffic,16583.03,Million,State
TG,2012,Internet Penetration,11591.92,Million,State
TG,2013,Road Length,19364.2,Million,State
TG,2013,NH Construction,9271.85,Million,State
TG,2013,Rail Freight,5509.05,%,State
TG,2013,Port Turnaround Time,6563.45,%,State
TG,2013,Airport Passenger Traffic,21991.73,Hours,State
TG,2013,Internet Penetration,20625.74,Million,State
TG,2014,Road Length,1070.59,Million Tonnes,State
TG,2014,NH Construction,19615.93,KM,State
TG,2014,Rail Freight,22458.19,Hours,State
TG,2014,Port Turnaround Time,12903.61,%,State
TG,2014,Airport Passenger Traffic,10966.85,%,State
TG,2014,Internet Penetration,20652.85,Million Tonnes,State
TG,2015,Road Length,18725.32,KM,State
TG,2015,NH Construction,14459.89,Hours,State
TG,2015,Rail Freight,24972.43,Hours,State
TG,2015,Port Turnaround Time,23345.92,Hours,State
TG,2015,Airport Passenger Traffic,20185.96,Million Tonnes,State
TG,2015,Internet Penetration,242.39,Hours,State
TG,2016,Road Length,6113.26,%,State
TG,2016,NH Construction,8020.8,Hours,State
TG,2016,Rail Freight,658.4,Hours,State
TG,2016,Port Turnaround Time,21244.56,Hours,State
TG,2016,Airport Passenger Traffic,441.09,Million,State
TG,2016,Internet Penetration,16393.12,Hours,State
TG,2017,Road Length,492.0,Million Tonnes,State
TG,2017,NH Construction,17683.35,Million,State
TG,2017,Rail Freight,1069.56,Hours,State
TG,2017,Port Turnaround Time,233.12,Hours,State
TG,2017,Airport Passenger Traffic,15652.89,%,State
TG,2017,Internet Penetration,10118.14,Hours,State
TG,2018,Road Length,14565.66,%,State
TG,2018,NH Construction,15994.22,Hours,State
TG,2018,Rail Freight,11113.12,Million Tonnes,State
TG,2018,Port Turnaround Time,3547.04,KM,State
TG,2018,Airport Passenger Traffic,5799.0,Hours,State
TG,2018,Internet Penetration,21723.43,Hours,State
TG,2019,Road Length,23235.57,Million,State
TG,2019,NH Construction,13239.17,Hours,State
TG,2019,Rail Freight,11785.2,%,State
TG,2019,Port Turnaround Time,24529.84,Million,State
TG,2019,Airport Passenger Traffic,21540.03,Million Tonnes,State
TG,2019,Internet Penetration,17905.99,KM,State
TG,2020,Road Length,12649.69,Hours,State
TG,2020,NH Construction,20837.51,Hours,State
TG,2020,Rail Freight,16970.54,Million Tonnes,State
TG,2020,Port Turnaround Time,2840.58,Hours,State
TG,2020,Airport Passenger Traffic,4267.19,%,State
TG,2020,Internet Penetration,1454.33,Hours,State
TG,2021,Road Length,17458.68,KM,State
TG,2021,NH Construction,1838.04,Hours,State
TG,2021,Rail Freight,18720.08,Million,State
TG,2021,Port Turnaround Time,10404.3,Million,State
TG,2021,Airport Passenger Traffic,1154.32,Million Tonnes,State
TG,2021,Internet Penetration,16727.24,%,State
TG,2022,Road Length,23723.74,Million Tonnes,State
TG,2022,NH Construction,576.71,KM,State
TG,2022,Rail Freight,15281.47,Hours,State
TG,2022,Port Turnaround Time,11394.12,Million,State
TG,2022,Airport Passenger Traffic,24026.91,Hours,State
TG,2022,Internet Penetration,16011.9,Million Tonnes,State
TG,2023,Road Length,10106.99,%,State
TG,2023,NH Construction,14654.04,KM,State
TG,2023,Rail Freight,6997.61,Million,State
TG,2023,Port Turnaround Time,2056.09,Hours,State
TG,2023,Airport Passenger Traffic,14861.72,Hours,State
TG,2023,Internet Penetration,1394.53,%,State
TG,2024,Road Length,10641.05,KM,State
TG,2024,NH Construction,15210.49,Million,State
TG,2024,Rail Freight,6232.52,Hours,State
TG,2024,Port Turnaround Time,5359.67,%,State
TG,2024,Airport Passenger Traffic,24407.06,Hours,State
TG,2024,Internet Penetration,18461.91,KM,State
TG,2025,Road Length,24931.22,Million,State
TG,2025,NH Construction,5484.05,KM,State
TG,2025,Rail Freight,15603.5,KM,State
TG,2025,Port Turnaround Time,11678.74,%,State
TG,2025,Airport Passenger Traffic,1653.61,Million,State
TG,2025,Internet Penetration,8752.93,%,State
TN,2005,Road Length,24386.04,KM,State
TN,2005,NH Construction,16765.78,Million Tonnes,State
TN,2005,Rail Freight,23455.33,Hours,State
TN,2005,Port Turnaround Time,13841.74,Million Tonnes,State
TN,2005,Airport Passenger Traffic,1868.77,Million,State
TN,2005,Internet Penetration,4286.14,Hours,State
TN,2006,Road Length,11780.77,Million Tonnes,State
TN,2006,NH Construction,1963.05,%,State
TN,2006,Rail Freight,13294.04,%,State
TN,2006,Port Turnaround Time,19006.38,Million,State
TN,2006,Airport Passenger Traffic,7031.38,Hours,State
TN,2006,Internet Penetration,8223.72,%,State
TN,2007,Road Length,5889.4,Million,State
TN,2007,NH Construction,20682.8,Million,State
TN,2007,Rail Freight,8947.46,%,State
TN,2007,Port Turnaround Time,7631.73,Million,State
TN,2007,Airport Passenger Traffic,5341.62,Million,State
TN,2007,Internet Penetration,3758.36,Million Tonnes,State
TN,2008,Road Length,20749.92,Hours,State
TN,2008,NH Construction,14128.87,%,State
TN,2008,Rail Freight,12014.55,Million Tonnes,State
TN,2008,Port Turnaround Time,12687.17,Hours,State
TN,2008,Airport Passenger Traffic,178.21,Million,State
TN,2008,Internet Penetration,12247.07,KM,State
TN,2009,Road Length,11099.49,Million Tonnes,State
TN,2009,NH Construction,20577.29,Million Tonnes,State
TN,2009,Rail Freight,7119.78,Million Tonnes,State
TN,2009,Port Turnaround Time,11514.94,%,State
TN,2009,Airport Passenger Traffic,8741.85,Million Tonnes,State
TN,2009,Internet Penetration,16713.59,KM,State
TN,2010,Road Length,21568.85,%,State
TN,2010,NH Construction,24737.33,KM,State
TN,2010,Rail Freight,23516.44,Million Tonnes,State
TN,2010,Port Turnaround Time,4959.65,Million Tonnes,State
TN,2010,Airport Passenger Traffic,11824.6,KM,State
TN,2010,Internet Penetration,12364.97,Million,State
TN,2011,Road Length,17207.27,Million,State
TN,2011,NH Construction,9098.95,Hours,State
TN,2011,Rail Freight,20012.98,Million,State
TN,2011,Port Turnaround Time,10462.02,%,State
TN,2011,Airport Passenger Traffic,22258.1,KM,State
TN,2011,Internet Penetration,4469.74,Hours,State
TN,2012,Road Length,18432.37,Million,State
TN,2012,NH Construction,12291.65,Million,State
TN,2012,Rail Freight,24258.86,KM,State
TN,2012,Port Turnaround Time,18565.91,Hours,State
TN,2012,Airport Passenger Traffic,3616.47,Million,State
TN,2012,Internet Penetration,4216.03,Hours,State
TN,2013,Road Length,5545.87,%,State
TN,2013,NH Construction,10223.26,%,State
TN,2013,Rail Freight,14457.69,KM,State
TN,2013,Port Turnaround Time,19662.51,Hours,State
TN,2013,Airport Passenger Traffic,23478.48,Hours,State
TN,2013,Internet Penetration,8503.26,Hours,State
TN,2014,Road Length,21143.51,%,State
TN,2014,NH Construction,4460.57,KM,State
TN,2014,Rail Freight,728.41,%,State
TN,2014,Port Turnaround Time,21864.39,Million,State
TN,2014,Airport Passenger Traffic,116.27,Million Tonnes,State
TN,2014,Internet Penetration,19835.61,Million,State
TN,2015,Road Length,9475.6,KM,State
TN,2015,NH Construction,3886.01,KM,State
TN,2015,Rail Freight,13903.0,%,State
TN,2015,Port Turnaround Time,2435.04,Million Tonnes,State
TN,2015,Airport Passenger Traffic,6003.41,Hours,State
TN,2015,Internet Penetration,1097.47,Hours,State
TN,2016,Road Length,6029.85,Hours,State
TN,2016,NH Construction,14789.7,%,State
TN,2016,Rail Freight,11710.86,KM,State
TN,2016,Port Turnaround Time,17591.96,Million Tonnes,State
TN,2016,Airport Passenger Traffic,19034.57,KM,State
TN,2016,Internet Penetration,17631.67,%,State
TN,2017,Road Length,19259.28,%,State
TN,2017,NH Construction,17732.23,Million Tonnes,State
TN,2017,Rail Freight,4350.64,%,State
TN,2017,Port Turnaround Time,19096.04,KM,State
TN,2017,Airport Passenger Traffic,12813.46,Million,State
TN,2017,Internet Penetration,16783.81,Million,State
TN,2018,Road Length,12795.36,%,State
TN,2018,NH Construction,1351.05,Million,State
TN,2018,Rail Freight,7033.92,KM,State
TN,2018,Port Turnaround Time,11010.65,KM,State
TN,2018,Airport Passenger Traffic,19920.58,Hours,State
TN,2018,Internet Penetration,11281.07,KM,State
TN,2019,Road Length,8466.58,Million,State
TN,2019,NH Construction,18142.5,KM,State
TN,2019,Rail Freight,15247.16,Hours,State
TN,2019,Port Turnaround Time,4420.05,KM,State
TN,2019,Airport Passenger Traffic,15308.19,Million Tonnes,State
TN,2019,Internet Penetration,9863.13,Hours,State
TN,2020,Road Length,14254.78,KM,State
TN,2020,NH Construction,5348.46,Million Tonnes,State
TN,2020,Rail Freight,16967.09,%,State
TN,2020,Port Turnaround Time,20893.14,Million Tonnes,State
TN,2020,Airport Passenger Traffic,8019.43,%,State
TN,2020,Internet Penetration,20688.78,KM,State
TN,2021,Road Length,7141.75,Hours,State
TN,2021,NH Construction,8692.59,KM,State
TN,2021,Rail Freight,8371.92,Million Tonnes,State
TN,2021,Port Turnaround Time,16729.91,Hours,State
TN,2021,Airport Passenger Traffic,15963.66,Hours,State
TN,2021,Internet Penetration,15325.44,Hours,State
TN,2022,Road Length,4888.52,Million,State
TN,2022,NH Construction,21217.92,%,State
TN,2022,Rail Freight,22132.89,Million,State
TN,2022,Port Turnaround Time,8825.29,KM,State
TN,2022,Airport Passenger Traffic,7112.24,Million Tonnes,State
TN,2022,Internet Penetration,11444.92,Million Tonnes,State
TN,2023,Road Length,17929.64,KM,State
TN,2023,NH Construction,8737.46,Million,State
TN,2023,Rail Freight,24753.71,Million Tonnes,State
TN,2023,Port Turnaround Time,7025.42,Hours,State
TN,2023,Airport Passenger Traffic,21253.4,Million Tonnes,State
TN,2023,Internet Penetration,8650.33,KM,State
TN,2024,Road Length,23393.56,Million Tonnes,State
TN,2024,NH Construction,23222.9,Million,State
TN,2024,Rail Freight,4205.63,Million,State
TN,2024,Port Turnaround Time,6896.45,%,State
TN,2024,Airport Passenger Traffic,11223.19,Million Tonnes,State
TN,2024,Internet Penetration,4815.9,Million Tonnes,State
TN,2025,Road Length,22628.68,Million,State
TN,2025,NH Construction,18871.32,Million Tonnes,State
TN,2025,Rail Freight,4512.09,%,State
TN,2025,Port Turnaround Time,2958.44,Hours,State
TN,2025,Airport Passenger Traffic,1484.58,Hours,State
TN,2025,Internet Penetration,5389.94,%,State
KL,2005,Road Length,6311.51,Million Tonnes,State
KL,2005,NH Construction,21417.7,Million Tonnes,State
KL,2005,Rail Freight,22399.51,Million,State
KL,2005,Port Turnaround Time,7915.56,KM,State
KL,2005,Airport Passenger Traffic,11057.45,Million Tonnes,State
KL,2005,Internet Penetration,4697.35,Million Tonnes,State
KL,2006,Road Length,15134.55,Million,State
KL,2006,NH Construction,20790.63,%,State
KL,2006,Rail Freight,18399.65,KM,State
KL,2006,Port Turnaround Time,3011.4,%,State
KL,2006,Airport Passenger Traffic,12371.21,Million Tonnes,State
KL,2006,Internet Penetration,3513.53,KM,State
KL,2007,Road Length,4193.7,KM,State
KL,2007,NH Construction,9813.99,KM,State
KL,2007,Rail Freight,1226.7,Million,State
KL,2007,Port Turnaround Time,18351.7,Million,State
KL,2007,Airport Passenger Traffic,14577.29,%,State
KL,2007,Internet Penetration,20542.43,Hours,State
KL,2008,Road Length,10330.34,Million Tonnes,State
KL,2008,NH Construction,8237.19,KM,State
KL,2008,Rail Freight,2160.08,Hours,State
KL,2008,Port Turnaround Time,20044.42,%,State
KL,2008,Airport Passenger Traffic,2558.56,%,State
KL,2008,Internet Penetration,11653.14,Hours,State
KL,2009,Road Length,24516.15,%,State
KL,2009,NH Construction,5734.25,Hours,State
KL,2009,Rail Freight,14911.7,KM,State
KL,2009,Port Turnaround Time,17522.66,Hours,State
KL,2009,Airport Passenger Traffic,16502.07,Million,State
KL,2009,Internet Penetration,5654.25,Million Tonnes,State
KL,2010,Road Length,19758.36,%,State
KL,2010,NH Construction,6231.48,Million,State
KL,2010,Rail Freight,24590.82,KM,State
KL,2010,Port Turnaround Time,891.28,Million Tonnes,State
KL,2010,Airport Passenger Traffic,10837.72,Million Tonnes,State
KL,2010,Internet Penetration,1353.7,Million,State
KL,2011,Road Length,778.53,KM,State
KL,2011,NH Construction,11502.43,%,State
KL,2011,Rail Freight,15387.86,KM,State
KL,2011,Port Turnaround Time,3533.34,Million Tonnes,State
KL,2011,Airport Passenger Traffic,9044.3,%,State
KL,2011,Internet Penetration,18654.97,Hours,State
KL,2012,Road Length,8835.4,KM,State
KL,2012,NH Construction,8271.67,Million Tonnes,State
KL,2012,Rail Freight,3985.29,KM,State
KL,2012,Port Turnaround Time,9022.53,%,State
KL,2012,Airport Passenger Traffic,21038.63,%,State
KL,2012,Internet Penetration,14454.16,%,State
KL,2013,Road Length,9676.82,KM,State
KL,2013,NH Construction,6966.36,Hours,State
KL,2013,Rail Freight,517.23,%,State
KL,2013,Port Turnaround Time,23350.36,KM,State
KL,2013,Airport Passenger Traffic,10576.95,Million Tonnes,State
KL,2013,Internet Penetration,913.21,%,State
KL,2014,Road Length,7863.87,Hours,State
KL,2014,NH Construction,16444.6,Million Tonnes,State
KL,2014,Rail Freight,8369.53,KM,State
KL,2014,Port Turnaround Time,17897.36,%,State
KL,2014,Airport Passenger Traffic,5677.17,Million,State
KL,2014,Internet Penetration,2997.33,Hours,State
KL,2015,Road Length,19361.95,Million,State
KL,2015,NH Construction,17364.05,Hours,State
KL,2015,Rail Freight,8931.19,Million,State
KL,2015,Port Turnaround Time,17065.69,Million Tonnes,State
KL,2015,Airport Passenger Traffic,20857.74,%,State
KL,2015,Internet Penetration,11010.6,Hours,State
KL,2016,Road Length,24060.31,Hours,State
KL,2016,NH Construction,8936.95,%,State
KL,2016,Rail Freight,13338.36,%,State
KL,2016,Port Turnaround Time,1845.69,Million,State
KL,2016,Airport Passenger Traffic,13952.57,Million,State
KL,2016,Internet Penetration,22690.5,Million,State
KL,2017,Road Length,10537.65,Million,State
KL,2017,NH Construction,13005.08,Million Tonnes,State
KL,2017,Rail Freight,13970.31,Hours,State
KL,2017,Port Turnaround Time,6632.34,%,State
KL,2017,Airport Passenger Traffic,20928.81,Million,State
KL,2017,Internet Penetration,22918.87,Million Tonnes,State
KL,2018,Road Length,7983.01,Hours,State
KL,2018,NH Construction,2375.22,Million Tonnes,State
KL,2018,Rail Freight,1172.0,%,State
KL,2018,Port Turnaround Time,10768.6,Million,State
KL,2018,Airport Passenger Traffic,11153.21,%,State
KL,2018,Internet Penetration,16485.57,Million Tonnes,State
KL,2019,Road Length,6004.9,Million,State
KL,2019,NH Construction,9538.11,Million Tonnes,State
KL,2019,Rail Freight,21120.89,Million Tonnes,State
KL,2019,Port Turnaround Time,12900.98,%,State
KL,2019,Airport Passenger Traffic,22549.42,Hours,State
KL,2019,Internet Penetration,14029.2,Million Tonnes,State
KL,2020,Road Length,258.84,KM,State
KL,2020,NH Construction,17447.71,Million,State
KL,2020,Rail Freight,5924.03,Hours,State
KL,2020,Port Turnaround Time,8710.57,Hours,State
KL,2020,Airport Passenger Traffic,23674.23,Million,State
KL,2020,Internet Penetration,9618.08,Hours,State
KL,2021,Road Length,11414.64,Million Tonnes,State
KL,2021,NH Construction,741.66,Million,State
KL,2021,Rail Freight,4859.19,KM,State
KL,2021,Port Turnaround Time,10831.5,Hours,State
KL,2021,Airport Passenger Traffic,23469.39,Million Tonnes,State
KL,2021,Internet Penetration,15606.56,%,State
KL,2022,Road Length,7749.69,KM,State
KL,2022,NH Construction,4089.62,%,State
KL,2022,Rail Freight,14178.96,KM,State
KL,2022,Port Turnaround Time,19950.56,Million Tonnes,State
KL,2022,Airport Passenger Traffic,2194.78,Million Tonnes,State
KL,2022,Internet Penetration,8579.57,KM,State
KL,2023,Road Length,1404.54,Hours,State
KL,2023,NH Construction,15100.99,Million Tonnes,State
KL,2023,Rail Freight,2012.51,Hours,State
KL,2023,Port Turnaround Time,690.32,%,State
KL,2023,Airport Passenger Traffic,23711.46,KM,State
KL,2023,Internet Penetration,5863.73,Million Tonnes,State
KL,2024,Road Length,23168.95,Million Tonnes,State
KL,2024,NH Construction,23180.22,Hours,State
KL,2024,Rail Freight,1080.86,KM,State
KL,2024,Port Turnaround Time,341.2,Hours,State
KL,2024,Airport Passenger Traffic,813.45,Million Tonnes,State
KL,2024,Internet Penetration,23674.23,KM,State
KL,2025,Road Length,19705.56,Million Tonnes,State
KL,2025,NH Construction,14749.97,%,State
KL,2025,Rail Freight,14198.75,Million Tonnes,State
KL,2025,Port Turnaround Time,1640.95,Hours,State
KL,2025,Airport Passenger Traffic,17765.03,Million,State
KL,2025,Internet Penetration,10710.42,Hours,State
KA,2005,Road Length,20160.66,%,State
KA,2005,NH Construction,8007.11,Million,State
KA,2005,Rail Freight,20450.9,%,State
KA,2005,Port Turnaround Time,2338.91,Million,State
KA,2005,Airport Passenger Traffic,11306.46,%,State
KA,2005,Internet Penetration,15698.78,%,State
KA,2006,Road Length,2179.77,Million Tonnes,State
KA,2006,NH Construction,16603.63,Million,State
KA,2006,Rail Freight,12364.13,%,State
KA,2006,Port Turnaround Time,18215.48,Million,State
KA,2006,Airport Passenger Traffic,17375.76,Million,State
KA,2006,Internet Penetration,4118.05,Million Tonnes,State
KA,2007,Road Length,5293.85,%,State
KA,2007,NH Construction,19028.01,Million,State
KA,2007,Rail Freight,13730.63,KM,State
KA,2007,Port Turnaround Time,6777.54,Million,State
KA,2007,Airport Passenger Traffic,10252.12,Million Tonnes,State
KA,2007,Internet Penetration,1511.34,Million,State
KA,2008,Road Length,14662.48,Hours,State
KA,2008,NH Construction,17459.38,%,State
KA,2008,Rail Freight,6238.35,%,State
KA,2008,Port Turnaround Time,8685.96,Million,State
KA,2008,Airport Passenger Traffic,22402.68,Million,State
KA,2008,Internet Penetration,3140.58,Hours,State
KA,2009,Road Length,10341.47,Million,State
KA,2009,NH Construction,16842.36,KM,State
KA,2009,Rail Freight,3613.58,Million,State
KA,2009,Port Turnaround Time,2729.23,%,State
KA,2009,Airport Passenger Traffic,3992.29,Hours,State
KA,2009,Internet Penetration,9075.82,Million Tonnes,State
KA,2010,Road Length,969.99,Million,State
KA,2010,NH Construction,2122.62,Million Tonnes,State
KA,2010,Rail Freight,11168.75,Million,State
KA,2010,Port Turnaround Time,24434.27,Hours,State
KA,2010,Airport Passenger Traffic,14487.4,%,State
KA,2010,Internet Penetration,15983.76,%,State
KA,2011,Road Length,19223.34,Hours,State
KA,2011,NH Construction,10338.64,Million Tonnes,State
KA,2011,Rail Freight,15507.42,KM,State
KA,2011,Port Turnaround Time,12567.7,%,State
KA,2011,Airport Passenger Traffic,10797.61,KM,State
KA,2011,Internet Penetration,3316.44,%,State
KA,2012,Road Length,19509.97,Million Tonnes,State
KA,2012,NH Construction,13137.65,Million,State
KA,2012,Rail Freight,1099.46,KM,State
KA,2012,Port Turnaround Time,12356.58,KM,State
KA,2012,Airport Passenger Traffic,16337.12,%,State
KA,2012,Internet Penetration,19157.55,Million Tonnes,State
KA,2013,Road Length,15101.5,Million,State
KA,2013,NH Construction,2660.78,Million Tonnes,State
KA,2013,Rail Freight,7267.0,Million Tonnes,State
KA,2013,Port Turnaround Time,16878.59,%,State
KA,2013,Airport Passenger Traffic,3463.5,Hours,State
KA,2013,Internet Penetration,16944.45,KM,State
KA,2014,Road Length,23603.81,KM,State
